family,family_name,converter_id,converter_name,public_label,display_order,speed_ratio,k_factor,torque_ratio,status,customer_visible
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,8,0.7,182.37,1.17,published,true
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,9,0.8,180.99,1.057,published,true
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,10,0.85,183.04,1.024,published,true
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,11,0.9,189.49,0.964,published,true
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,12,0.92,194.72,0.934,published,true
252,252,252-252p1-230f183,252P1 230F183,252P1 230F183,13,0.95,223.31,0.898,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,1,0.0,230.6,1.872,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,2,0.1,220.54,1.775,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,3,0.2,210.66,1.684,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,4,0.3,200.67,1.559,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,5,0.4,194.94,1.468,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,6,0.5,191.23,1.382,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,7,0.6,186.43,1.273,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,8,0.7,183.35,1.176,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,9,0.8,182.53,1.078,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,10,0.85,184.27,1.024,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,11,0.9,191.27,0.978,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,12,0.92,198.01,0.948,published,true
252,252,252-252p1-231f184,252P1 231F184,252P1 231F184,13,0.95,236.78,0.909,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,1,0.0,233.64,1.852,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,2,0.1,228.02,1.806,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,3,0.2,218.68,1.687,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,4,0.3,210.9,1.599,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,5,0.4,206.01,1.511,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,6,0.5,200.44,1.407,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,7,0.6,194.12,1.293,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,8,0.7,189.81,1.197,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,9,0.8,191.36,1.096,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,10,0.85,193.59,1.05,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,11,0.9,202.17,0.992,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,12,0.92,207.15,0.97,published,true
252,252,252-252p1-234f194,252P1 234F194,252P1 234F194,13,0.95,238.4,0.925,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,1,0.0,241.05,1.858,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,2,0.1,232.38,1.779,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,3,0.2,224.07,1.679,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,4,0.3,216.14,1.589,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,5,0.4,209.72,1.493,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,6,0.5,203.8,1.39,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,7,0.6,197.79,1.291,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,8,0.7,191.1,1.177,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,9,0.8,190.54,1.087,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,10,0.85,193.15,1.061,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,11,0.9,196.78,0.992,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,12,0.92,200.38,0.972,published,true
252,252,252-252p1-240f190,252P1 240F190,252P1 240F190,13,0.95,209.83,0.93,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,1,0.0,240.1,1.868,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,2,0.1,235.27,1.83,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,3,0.2,222.33,1.714,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,4,0.3,216.39,1.621,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,5,0.4,210.19,1.528,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,6,0.5,203.68,1.424,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,7,0.6,197.76,1.319,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,8,0.7,198.56,1.221,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,9,0.8,204.78,1.108,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,10,0.85,210.54,1.076,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,11,0.9,216.06,0.996,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,12,0.92,220.28,0.985,published,true
252,252,252-252p1-240f210,252P1 240F210,252P1 240F210,13,0.95,228.83,0.952,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,1,0.0,239.8,1.899,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,2,0.1,234.22,1.839,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,3,0.2,228.82,1.747,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,4,0.3,224.67,1.657,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,5,0.4,222.54,1.567,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,6,0.5,219.94,1.467,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,7,0.6,220.4,1.358,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,8,0.7,226.23,1.236,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,9,0.8,229.66,1.121,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,10,0.85,234.34,1.069,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,11,0.9,241.28,0.991,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,12,0.92,245.06,0.969,published,true
252,252,252-252p1-240f234,252P1 240F234,252P1 240F234,13,0.95,262.14,0.936,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,1,0.0,241.31,1.773,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,2,0.1,229.93,1.676,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,3,0.2,221.76,1.588,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,4,0.3,215.27,1.512,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,5,0.4,213.79,1.45,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,6,0.5,209.38,1.377,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,7,0.6,204.18,1.289,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,8,0.7,201.81,1.189,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,9,0.8,203.15,1.096,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,10,0.85,207.62,1.038,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,11,0.9,214.56,0.999,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,12,0.92,220.0,0.976,published,true
252,252,252-252p1-241f208,252P1 241F208,252P1 241F208,13,0.95,234.6,0.941,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,1,0.0,250.02,1.862,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,2,0.1,243.72,1.82,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,3,0.2,234.31,1.726,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,4,0.3,226.17,1.628,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,5,0.4,221.39,1.538,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,6,0.5,215.35,1.439,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,7,0.6,210.45,1.332,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,8,0.7,211.72,1.228,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,9,0.8,217.17,1.117,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,10,0.85,221.12,1.068,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,11,0.9,227.83,1.019,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,12,0.92,230.35,0.986,published,true
252,252,252-252p1-250f228,252P1 250F228,252P1 250F228,13,0.95,238.83,0.953,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,1,0.0,264.17,1.898,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,2,0.1,258.66,1.834,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,3,0.2,250.65,1.736,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,4,0.3,242.13,1.638,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,5,0.4,234.76,1.539,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,6,0.5,231.45,1.459,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,7,0.6,222.54,1.334,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,8,0.7,217.63,1.227,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,9,0.8,217.91,1.116,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,10,0.85,221.72,1.065,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,11,0.9,227.7,1.02,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,12,0.92,231.12,0.991,published,true
252,252,252-252p1-250f228x,252P1 250F228x,252P1 250F228x,13,0.95,240.07,0.958,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,1,0.0,263.71,1.842,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,2,0.1,255.73,1.792,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,3,0.2,247.62,1.716,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,4,0.3,240.11,1.621,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,5,0.4,237.47,1.541,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,6,0.5,233.47,1.454,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,7,0.6,230.36,1.351,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,8,0.7,231.79,1.241,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,9,0.8,235.54,1.118,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,10,0.85,239.38,1.069,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,11,0.9,244.61,1.006,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,12,0.92,247.35,0.99,published,true
252,252,252-252p1-264f239,252P1 264F239,252P1 264F239,13,0.95,255.5,0.951,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,1,0.0,279.04,1.932,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,2,0.1,274.73,1.853,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,3,0.2,271.4,1.777,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,4,0.3,266.28,1.672,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,5,0.4,263.69,1.579,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,6,0.5,262.61,1.475,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,7,0.6,261.98,1.358,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,8,0.7,262.68,1.24,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,9,0.8,266.07,1.132,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,10,0.85,269.75,1.068,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,11,0.9,279.65,1.01,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,12,0.92,285.57,0.961,published,true
252,252,252-252p1-279f280,252P1 279F280,252P1 279F280,13,0.95,300.46,0.932,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,1,0.0,282.37,1.813,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,2,0.1,272.06,1.74,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,3,0.2,265.91,1.676,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,4,0.3,259.24,1.596,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,5,0.4,255.99,1.514,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,6,0.5,255.0,1.439,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,7,0.6,253.38,1.33,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,8,0.7,251.21,1.232,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,9,0.8,252.19,1.112,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,10,0.85,255.66,1.065,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,11,0.9,261.16,1.005,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,12,0.92,266.43,0.995,published,true
252,252,252-252p1-282f261,252P1 282F261,252P1 282F261,13,0.95,277.88,0.942,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),1,0.0,209.31,2.135,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),2,0.1,208.75,2.037,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),3,0.2,209.77,1.932,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),4,0.3,211.14,1.805,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),5,0.4,214.62,1.666,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),6,0.5,220.41,1.522,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),7,0.6,227.71,1.376,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),8,0.7,234.65,1.232,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),9,0.8,245.17,1.099,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),10,0.85,251.16,1.031,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),11,0.9,266.85,0.962,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),12,0.92,286.58,0.934,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-216c243,252P2 X (P1 216C243),252P2 X (P1 216C243),13,0.95,348.18,0.907,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),1,0.0,219.33,1.823,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),2,0.1,212.99,1.754,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),3,0.2,206.2,1.667,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),4,0.3,203.95,1.608,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),5,0.4,196.53,1.493,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),6,0.5,190.43,1.378,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),7,0.6,186.44,1.28,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),8,0.7,181.79,1.177,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),9,0.8,183.22,1.08,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),10,0.85,187.22,1.031,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),11,0.9,195.0,0.982,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),12,0.92,201.09,0.96,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f181,252P2 X (P1 220F181),252P2 X (P1 220F181),13,0.95,269.19,0.906,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),1,0.0,220.82,1.906,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),2,0.1,212.34,1.823,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),3,0.2,202.88,1.722,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),4,0.3,195.18,1.624,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),5,0.4,189.91,1.523,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),6,0.5,185.39,1.43,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),7,0.6,181.98,1.321,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),8,0.7,185.56,1.217,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),9,0.8,197.34,1.099,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),10,0.85,204.06,1.042,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),11,0.9,213.73,0.988,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),12,0.92,220.89,0.969,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-220f192,252P2  X (P1 220F192),252P2  X (P1 220F192),13,0.95,256.6,0.912,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),1,0.0,227.67,1.886,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),2,0.1,216.8,1.79,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),3,0.2,210.36,1.703,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),4,0.3,204.68,1.612,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),5,0.4,200.65,1.536,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),6,0.5,196.31,1.436,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),7,0.6,192.29,1.332,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),8,0.7,191.66,1.223,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),9,0.8,196.41,1.109,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),10,0.85,203.23,1.05,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),11,0.9,212.18,0.99,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),12,0.92,216.96,0.963,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-222f198,252P2 X (P1 222F198),252P2 X (P1 222F198),13,0.95,262.06,0.909,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),1,0.0,218.92,1.937,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),2,0.1,218.61,1.866,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),3,0.2,214.84,1.778,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),4,0.3,214.24,1.698,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),5,0.4,213.75,1.602,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),6,0.5,217.48,1.491,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),7,0.6,224.93,1.374,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),8,0.7,232.53,1.246,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),9,0.8,240.47,1.111,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),10,0.85,248.2,1.051,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),11,0.9,255.81,0.981,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),12,0.92,264.04,0.952,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-227w241,252P2 X (P1 227W241),252P2 X (P1 227W241),13,0.95,304.59,0.915,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),1,0.0,233.45,1.883,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),2,0.1,227.17,1.799,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),3,0.2,221.85,1.73,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),4,0.3,214.16,1.633,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),5,0.4,208.94,1.54,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),6,0.5,202.97,1.428,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),7,0.6,196.71,1.312,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),8,0.7,192.87,1.196,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),9,0.8,196.07,1.097,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),10,0.85,200.21,1.044,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),11,0.9,208.9,0.985,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),12,0.92,213.2,0.962,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-234f194,252P2 X (P1 234F194),252P2 X (P1 234F194),13,0.95,267.87,0.912,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),1,0.0,225.97,1.923,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),2,0.1,225.99,1.871,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),3,0.2,228.65,1.797,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),4,0.3,230.7,1.714,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),5,0.4,231.67,1.612,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),6,0.5,235.02,1.49,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),7,0.6,241.42,1.37,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),8,0.7,248.94,1.236,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),9,0.8,257.77,1.1,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),10,0.85,262.92,1.034,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),11,0.9,280.98,0.973,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),12,0.92,293.26,0.944,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-235c273,252P2 X (P1 235C273),252P2 X (P1 235C273),13,0.95,327.35,0.923,published,true
252P2,252 Pump 2,252p2-252p2-x-p1-240f210,252P2 X (P1 240F210),252P2 X (P1 240F210),1,0.0,242.47,1.903,published,true
